name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Brenneria rubrifaciens	55213	species	4028093	21	13	0.0
Janthinobacterium agaricidamnosum	55508	species	5949001	104	36	0.0
Magnetospirillum gryphiswaldense	55518	species	4260768	76	0	0.0
Dehalobacter restrictus	55583	species	2943336	27	2	0.0
Vibrio anguillarum	55601	species	4084966	42	4	0.0
Equid alphaherpesvirus 9	55744	species	148371	1	0	0.0
Thermococcus barophilus	55802	species	2064237	5	2	0.0
Leucobacter	55968	genus	0	2	0	0.0
Oscillatoria acuminata PCC 6304	56110	leaf	7804270	30	26	0.0
Dehalobacter	56112	genus	2943336	1	0	0.0
Bartonella clarridgeiae	56426	species	1522743	1	0	0.0
Xanthomonas arboricola	56448	species	5141998	51	8	0.0
Xanthomonas cucurbitae	56453	species	4615492	49	29	0.0
Xanthomonas hortorum	56454	species	10396725	94	8	0.0
Xanthomonas hyacinthi	56455	species	4963026	91	42	0.0
Xanthomonas sacchari	56458	species	5006106	116	55	0.0
Xanthomonas vasicola	56459	species	9866689	76	10	0.0
Xanthomonas vesicatoria	56460	species	5349905	55	5	0.0
Halorubrum	56688	genus	3692576	8	0	0.0
Rhizobium gallicum	56730	species	7474202	77	45	0.0
Syntrophus aciditrophicus SB	56780	leaf	3179300	48	30	0.0
Thermus brockianus	56956	species	2388273	57	35	0.0
Thermus oshimai	56957	species	2401329	1	0	0.0
Psychroflexus torquis	57029	species	4321832	1	0	0.0
Pseudodesulfovibrio profundus	57320	species	4217908	36	22	0.0
Kocuria	57493	genus	2697540	13	0	0.0
Kytococcus	57499	genus	2785024	1	0	0.0
Sulfurospirillum	57665	genus	2755507	1	1	0.0
Tsukamurella tyrosinosolvens	57704	species	9783610	279	113	0.0
Halomicrobium mukohataei	57705	species	3332349	95	0	0.0
Citrobacter braakii	57706	species	14996555	44	14	0.0
Acidobacteria	57723	phylum	5687922	1	0	0.0
Salmonella enterica subsp. enterica serovar Weltevreden	57743	leaf	20446954	2	2	0.0
Burkholderia thailandensis	57975	species	7411824	302	78	0.0
Colwellia sp. MT41	58049	species	4337945	8	5	0.0
Moritella	58050	genus	4760425	1	0	0.0
Salmonella enterica subsp. houtenae serovar Houten	58100	leaf	4624613	5	0	0.0
Desulfofarcimen acetoxidans	58138	species	4545624	2	0	0.0
Streptomyces lavendulae subsp. lavendulae	58340	subspecies	8932792	272	167	0.0
Streptomyces platensis	58346	species	8501012	146	75	0.0
Salmonella enterica subsp. enterica serovar Anatum	58712	leaf	72270730	1	0	0.0
Sagittula	58842	genus	0	1	0	0.0
Salmonella enterica subsp. enterica	59201	subspecies	179025726	20	7	0.0
Salmonella enterica subsp. salamae	59202	subspecies	20109524	7	1	0.0
Salmonella enterica subsp. arizonae	59203	subspecies	4586333	24	1	0.0
Salmonella enterica subsp. diarizonae	59204	subspecies	29700323	27	6	0.0
Salmonella enterica subsp. houtenae	59205	subspecies	4867363	5	0	0.0
Methanobacterium subterraneum	59277	species	5022042	9	3	0.0
Blastochloris	59282	genus	0	9	0	0.0
Fibrobacter succinogenes subsp. succinogenes S85	59374	leaf	7685639	120	0	0.0
Thauera aromatica	59405	species	3711792	4	0	0.0
Actinotignum schaalii	59505	species	2159306	51	32	0.0
Desulfotomaculum reducens	59610	species	3608104	1	0	0.0
Chryseobacterium	59732	genus	0	20	5	0.0
Rathayibacter iranicus	59737	species	3436894	50	24	0.0
Flammeovirga	59739	genus	0	1	0	0.0
Candidatus Phytoplasma australiense	59748	species	959779	2	0	0.0
Alcanivorax	59753	genus	4072264	6	0	0.0
Alcanivorax borkumensis	59754	species	3120143	1	0	0.0
Pantoea dispersa	59814	species	9115642	57	30	0.0
Paenibacillus peoriae	59893	species	6219815	24	0	0.0
Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	leaf	1657990	7	3	0.0
Prochlorococcus marinus str. NATL2A	59920	leaf	1842899	13	5	0.0
Cyanobium gracile	59930	species	3342364	2	0	0.0
Synechococcus sp. WH 8101	59932	species	2630292	49	38	0.0
Sulfitobacter	60136	genus	0	4	0	0.0
Shewanella amazonensis	60478	species	4306142	1	0	0.0
Shewanella sp. MR-4	60480	species	4706287	14	4	0.0
Shewanella sp. MR-7	60481	species	4799109	11	5	0.0
Lactobacillus graminis	60519	species	1807083	10	4	0.0
Lactobacillus paraplantarum	60520	species	6508258	14	4	0.0
Paraburkholderia graminis	60548	species	7508450	88	47	0.0
Burkholderia pyrrocinia	60550	species	15965745	137	60	0.0
Burkholderia vietnamiensis	60552	species	6930496	314	28	0.0
Halogeometricum borinquense	60847	species	3944467	22	15	0.0
Phaeobacter gallaeciensis	60890	species	4540155	123	39	0.0
Desulfobacca	60892	genus	3282536	1	0	0.0
Desulfobacca acetoxidans	60893	species	3282536	1	0	0.0
Sanguibacter	60919	genus	4253413	4	0	0.0
Sanguibacter keddieii	60920	species	4253413	18	0	0.0
Staphylococcus succinus	61015	species	2745675	14	9	0.0
Dehalococcoides mccartyi	61435	species	1412881	69	21	0.0
Paenibacillus mucilaginosus	61624	species	8740689	9	0	0.0
Acholeplasma brassicae	61635	species	1877792	13	11	0.0
Enterobacter asburiae	61645	species	4561905	103	18	0.0
Lelliottia amnigena	61646	species	13557172	75	15	0.0
Pluralibacter gergoviae	61647	species	16305844	270	61	0.0
Kluyvera intermedia	61648	species	14616114	90	32	0.0
Serratia ficaria	61651	species	5209973	61	3	0.0
Serratia rubidaea	61652	species	25132096	244	28	0.0
Natronorubrum bangense	61858	species	4382412	24	15	0.0
Shallot yellow stripe virus	62059	species	10429	1	1	0.0
Borreliella valaisiana	62088	species	992695	1	0	0.0
Acidiphilium multivorum	62140	species	4214744	1	0	0.0
Haloterrigena turkmenica	62320	species	5440782	2	0	0.0
Shewanella baltica	62322	species	5379488	20	3	0.0
Azoarcus sp. BH72	62928	species	4376040	133	22	0.0
Acinetobacter baylyi ADP1	62977	leaf	3598621	15	7	0.0
Zobellia galactanivorans	63186	species	5521712	26	20	0.0
Sodalis glossinidius	63612	species	4292502	7	0	0.0
Nostoc punctiforme PCC 73102	63737	leaf	9059191	24	16	0.0
Natronomonas	63743	genus	2831134	2	0	0.0
Sideroxydans lithotrophicus	63745	species	3003656	6	0	0.0
Halobacterium salinarum NRC-1	64091	leaf	2571010	39	0	0.0
Bacillus pseudomycoides	64104	species	11352265	66	36	0.0
Xanthomonas oryzae pv. oryzae	64187	leaf	359535539	38	5	0.0
Synechococcus sp. CC9311	64471	species	2606748	13	11	0.0
Mycobacterium lepraemurium	64667	species	4050523	79	11	0.0
Borreliella	64895	genus	1247770	4	1	0.0
Aquificaceae	64898	family	2192478	2	0	0.0
Mitsuaria	65047	genus	0	6	0	0.0
Corynebacterium ulcerans	65058	species	2534616	61	21	0.0
Halothece sp. PCC 7418	65093	species	4179170	14	7	0.0
Gloeothece citriformis PCC 7424	65393	leaf	6554169	28	19	0.0
Actinoalloteichus	65496	genus	0	12	0	0.0
Meiothermus	65551	genus	3409563	3	0	0.0
Pseudomonas knackmussii	65741	species	6162905	85	13	0.0
Komagataeibacter oboediens	65958	species	2642352	23	7	0.0
Acetobacter pomorum	65959	species	6161139	22	6	0.0
Wolbachia sp. wRi	66084	species	1445873	3	0	0.0
Lachnoclostridium phytofermentans	66219	species	4847594	1	0	0.0
Pantoea stewartii	66269	species	5314092	18	4	0.0
Streptomyces luteoverticillatus	66425	species	7367863	185	110	0.0
Bacillus clausii KSM-K16	66692	leaf	4303871	19	11	0.0
Propionibacterium freudenreichii subsp. freudenreichii	66712	subspecies	2649166	50	1	0.0
Sulfurospirillum multivorans	66821	species	3175729	11	0	0.0
Streptomyces aureoverticillatus	66871	species	9738430	250	158	0.0
Legionella waltersii	66969	species	3735697	11	11	0.0
Mycolicibacterium alvei	67081	species	6016846	63	31	0.0
BeAn 58058 virus	67082	species	163005	2	1	0.0
Streptomyces cavourensis	67258	species	15214232	250	15	0.0
Streptomyces cinereoruber	67260	species	7516652	169	94	0.0
Streptomyces griseus subsp. griseus	67263	subspecies	7238194	137	53	0.0
Streptomyces alboflavus	67267	species	9967549	221	133	0.0
Streptomyces griseorubiginosus	67304	species	18738405	419	221	0.0
Streptomyces prasinus	67345	species	7647592	165	74	0.0
Psychromonas	67572	genus	4559598	1	0	0.0
Streptomyces viridosporus	67581	species	7280536	2	0	0.0
Edwardsiella ictaluri	67780	species	3812301	87	18	0.0
Citrobacter farmeri	67824	species	5715629	11	6	0.0
Citrobacter rodentium	67825	species	5444283	1	0	0.0
Citrobacter werkmanii	67827	species	25023890	72	5	0.0
Kitasatospora albolonga	68173	species	8027788	207	73	0.0
Streptomyces antimycoticus	68175	species	11000615	233	110	0.0
Streptomyces bacillaris	68179	species	7888441	156	26	0.0
Streptomyces cyaneogriseus	68192	species	7762396	2	0	0.0
Streptomyces fulvissimus	68202	species	7905758	1	0	0.0
Streptomyces fungicidicus	68203	species	7667496	187	93	0.0
Streptomyces globosus	68209	species	7535750	271	167	0.0
Streptomyces griseochromogenes	68214	species	10764674	189	103	0.0
Streptomyces pactum	68249	species	8550793	203	84	0.0
Streptomyces spectabilis	68270	species	19312825	433	149	0.0
Streptomyces violaceusniger	68280	species	11138313	1	0	0.0
Mesorhizobium	68287	genus	6950930	104	17	0.0
Cyclobacterium	68288	genus	6221273	2	0	0.0
Thermoanaerobacterales	68295	order	2730087	10	0	0.0
Deferribacteres	68337	class	2627038	3	0	0.0
Streptomyces albulus	68570	species	18708619	462	37	0.0
Cupriavidus basilensis	68895	species	8421483	108	67	0.0
Deinococcus geothermalis	68909	species	3247018	1	0	0.0
Thermales	68933	order	2498247	14	0	0.0
Thermococcus kodakarensis KOD1	69014	leaf	2088737	11	10	0.0
Enterobacter cancerogenus	69218	species	9789085	58	9	0.0
Lelliottia nimipressuralis	69220	species	4826853	34	17	0.0
Dickeya paradisiaca	69223	species	4679450	1	0	0.0
Phyllobacteriaceae	69277	family	6950930	27	0	0.0
Pseudomonas sp. VLB120	69328	species	5966222	51	34	0.0
Curtobacterium pusillum	69373	species	4541048	169	98	0.0
Caulobacter henricii	69395	species	3957288	62	31	0.0
Orientia	69474	genus	2200350	1	0	0.0
Natrinema pellirubrum	69525	species	4354100	1	0	0.0
Natrinema pallidum	69527	species	3778093	51	23	0.0
Moritella yayanosii	69539	species	4433651	12	6	0.0
Desulfuromonadales	69541	order	4166387	53	0	0.0
Cryobacterium	69578	genus	0	7	0	0.0
Sulfurisphaera ohwakuensis	69656	species	2803915	3	0	0.0
Hyphomonadaceae	69657	family	3537971	7	0	0.0
Caulobacter sp. FWC26	69665	species	4869030	91	53	0.0
Caulobacter mirabilis	69666	species	4577265	183	125	0.0
Selenomonas sputigena	69823	species	2568361	3	0	0.0
Xanthomonas arboricola pv. pruni	69929	leaf	5141998	51	21	0.0
Azotobacter salinestris	69964	species	5292366	112	49	0.0
Macrococcus caseolyticus	69966	species	2219737	23	5	0.0
Staphylococcus condimenti	70255	species	8011058	64	0	0.0
Staphylococcus piscifermentans	70258	species	2613271	17	12	0.0
Acinetobacter dispersus	70348	species	4024840	9	4	0.0
Frateuria	70411	genus	3603458	2	0	0.0
Hawaiian green turtle herpesvirus	70564	leaf	22947	1	1	0.0
Pyrococcus horikoshii OT3	70601	leaf	1738505	5	5	0.0
Hydrogenophilus	70774	genus	0	2	0	0.0
Pseudomonas plecoglossicida	70775	species	11758774	98	42	0.0
Nodularia spumigena	70799	species	5386612	1	0	0.0
Haemophilus influenzae Rd KW20	71421	leaf	1830138	3	1	0.0
Mesorhizobium amorphae	71433	species	7343952	4	0	0.0
Thermococcus gorgonarius	71997	species	1674122	5	2	0.0
Thermococcus pacificus	71998	species	1785673	5	4	0.0
Kocuria palustris	71999	species	2854447	140	81	0.0
Kocuria rhizophila	72000	species	2697540	182	0	0.0
Thiotrichales	72273	order	3605289	2	0	0.0
Pseudomonadales	72274	order	7879796	87	0	0.0
Alteromonadaceae	72275	family	4602231	7	0	0.0
Ectothiorhodospiraceae	72276	family	3152919	13	0	0.0
Campylobacteraceae	72294	family	2414389	5	0	0.0
Bacillus vallismortis	72361	species	12174521	53	15	0.0
Klebsiella pneumoniae subsp. pneumoniae	72407	subspecies	236689933	16	6	0.0
Staphylococcus capitis subsp. capitis	72758	subspecies	2503265	12	8	0.0
Tessaracoccus	72763	genus	0	12	0	0.0
Thermococcus siculi	72803	species	2029167	13	11	0.0
Aeromonas encheleia	73010	species	4542521	58	38	0.0
Dechloromonas	73029	genus	4501104	6	0	0.0
Streptomyces seoulensis	73044	species	6426245	177	88	0.0
Thiocystis violascens	73141	species	5017071	8	0	0.0
Methylocaldum	73778	genus	0	1	0	0.0
Thermaerobacter	73918	genus	2844696	25	0	0.0
Thermaerobacter marianensis	73919	species	2844696	5	0	0.0
Roseovarius	74030	genus	4203542	3	0	0.0
Antarctobacter heliothermus	74033	species	5331190	58	27	0.0
Photobacterium profundum	74109	species	6403280	1	0	0.0
Verrucomicrobia	74201	phylum	3223054	2	0	0.0
Brevundimonas subvibrioides	74313	species	3445263	2	0	0.0
Maricaulis	74317	genus	3368780	8	0	0.0
Maricaulis maris	74318	species	3368780	3	0	0.0
Brevundimonas mediterranea	74329	species	3383373	80	50	0.0
Collinsella aerofaciens	74426	species	9209673	589	103	0.0
Prochlorococcus marinus str. MIT 9312	74546	leaf	1709204	5	5	0.0
Prochlorococcus marinus str. MIT 9313	74547	leaf	2410873	5	3	0.0
Entomoplasma freundtii	74700	species	838114	3	3	0.0
Frankiaceae	74712	family	7497934	11	0	0.0
Pseudomonas balearica	74829	species	4383480	66	36	0.0
Ferroplasma acidiphilum	74969	species	1826943	3	2	0.0
Paraburkholderia caribensis	75105	species	9482704	264	27	0.0
Streptomyces autolyticus	75293	species	10184660	173	26	0.0
Rhodanobacter	75309	genus	0	2	0	0.0
Thiomonas intermedia K12	75379	leaf	3462095	103	67	0.0
Micropruina glycogenica	75385	species	3844677	133	95	0.0
Pseudomonas libanensis	75588	species	6282445	21	4	0.0
Mycoplasma phage MAV1	75590	species	15644	1	1	0.0
Pseudomonas mandelii	75612	species	7188564	1	0	0.0
Campylobacter lanienae	75658	species	1594554	11	0	0.0
Oxalobacteraceae	75682	family	4943362	34	2	0.0
Castellaniella defragrans	75697	species	3952818	8	0	0.0
Rhodocyclaceae	75787	family	4267117	17	0	0.0
Thermocrinis ruber	75906	species	1521037	15	12	0.0
Mannheimia	75984	genus	2509826	3	0	0.0
Mannheimia haemolytica	75985	species	2625329	43	29	0.0
Halothece	76023	genus	0	1	0	0.0
Aromatoleum aromaticum EbN1	76114	leaf	4727255	131	65	0.0
Prevotella enoeca	76123	species	2861432	654	593	0.0
Vibrio rumoiensis	76258	species	4207152	10	7	0.0
Nostoc sp. ATCC 53789	76335	species	8653730	12	7	0.0
Mycoplasma gallopavonis	76629	species	1028044	14	7	0.0
Thermobacillus	76632	genus	4355525	2	0	0.0
Mycetocola	76634	genus	0	1	0	0.0
Roseateles depolymerans	76731	species	5681722	117	70	0.0
Pseudomonas orientalis	76758	species	29710730	161	29	0.0
Pseudomonas monteilii	76759	species	5972603	204	69	0.0
Pseudomonas veronii	76761	species	14157931	101	27	0.0
Xanthomonas citri pv. aurantifolii	76802	leaf	20540496	21	1	0.0
Myroides	76831	genus	0	3	0	0.0
Myroides odoratimimus	76832	species	8395778	26	3	0.0
Solibacillus silvestris	76853	species	3984229	27	17	0.0
Fusobacterium nucleatum subsp. nucleatum	76856	subspecies	4413111	6191	912	0.0
Fusobacterium nucleatum subsp. polymorphum	76857	subspecies	7598824	3304	1230	0.0
Fusobacterium nucleatum subsp. animalis	76859	subspecies	4860157	3685	1105	0.0
Streptococcus constellatus	76860	species	1954077	75	0	0.0
Pseudomonas putida GB-1	76869	leaf	6078430	17	0	0.0
Asticcacaulis	76890	genus	4308776	2	0	0.0
Caulobacteraceae	76892	family	4141461	38	0	0.0
Helicobacter typhlonius	76936	species	1920832	19	15	0.0
Sphingobium herbicidovorans	76947	species	4240798	52	33	0.0
Xanthobacter autotrophicus Py2	78245	leaf	5625098	111	74	0.0
Parascardovia denticolens	78258	species	1890857	2	0	0.0
Scardovia inopinata	78259	species	1797862	1	0	0.0
Pseudomonas mosselii	78327	species	11493253	125	32	0.0
Mycobacterium canettii	78331	species	4482059	1	0	0.0
Bifidobacterium gallinarum	78344	species	2414462	96	71	0.0
Pectobacterium odoriferum	78398	species	10033833	36	10	0.0
Streptococcus viridans	78535	species	1998575	7	0	0.0
Asticcacaulis excentricus	78587	species	4308776	37	21	0.0
Desulfosporosinus meridiei	79209	species	4873567	6	0	0.0
Paenibacillus chitinolyticus	79263	species	6509090	58	38	0.0
Chitinophaga	79328	genus	9127347	1	0	0.0
Chitinophaga pinensis	79329	species	9127347	113	28	0.0
Heliorestis	79598	genus	0	2	0	0.0
Denitrobacterium	79603	genus	0	1	0	0.0
Denitrobacterium detoxificans	79604	species	2446250	121	89	0.0
Rat cytomegalovirus Maastricht	79700	leaf	230138	1	1	0.0
Bacillus clausii	79880	species	4303871	36	15	0.0
Bacillus gibsonii	79881	species	4100094	9	0	0.0
Bacillus horikoshii	79883	species	4295882	31	25	0.0
Methanothermobacter marburgensis str. Marburg	79929	leaf	1639135	2	1	0.0
Erwinia pyrifoliae	79967	species	4072846	23	3	0.0
Equid alphaherpesvirus 3	80341	species	151601	2	2	0.0
Thioflavicoccus mobilis	80679	species	4137521	4	0	0.0
Haliangium ochraceum	80816	species	9446314	5	0	0.0
Burkholderiales	80840	order	6876513	404	6	0.0
Herbaspirillum rubrisubalbicans	80842	species	5611261	99	15	0.0
Wolbachia endosymbiont of Brugia malayi	80849	species	1080084	8	0	0.0
Aliivibrio wodanis	80852	species	4635126	3	2	0.0
Moritella viscosa	80854	species	5093989	12	9	0.0
Comamonadaceae	80864	family	5361178	179	21	0.0
Delftia	80865	genus	6767514	31	0	0.0
Delftia acidovorans	80866	species	6767514	7	0	0.0
Acidovorax avenae	80867	species	5482170	5	0	0.0
Acidovorax citrulli	80869	species	5352772	317	58	0.0
Treponema brennaborense	81028	species	3055580	4	0	0.0
Hyphomonas neptunium	81032	species	3705021	2	0	0.0
Entomoplasma melaleucae	81459	species	845295	13	4	0.0
Mesoplasma lactucae ATCC 49193	81460	leaf	1674858	19	7	0.0
Thermanaerovibrio acidaminovorans	81462	species	1848474	1	0	0.0
Aminobacterium	81466	genus	1980592	1	0	0.0
Aminobacterium colombiense	81468	species	1980592	4	0	0.0
Frateuria aurantia	81475	species	3603458	3	0	0.0
Rhodoferax antarcticus	81479	species	4055436	93	57	0.0
Methylovorus	81682	genus	3082007	1	0	0.0
Enterococcaceae	81852	family	2918008	3	0	0.0
Rhizobiaceae	82115	family	6287308	55	0	0.0
Streptococcus pluranimalium	82348	species	4311546	8	6	0.0
Paracoccus pantotrophus	82367	species	4409379	108	49	0.0
Microbacterium oxydans	82380	species	7731180	153	73	0.0
Cupriavidus gilardii	82541	species	5578743	3	0	0.0
Cupriavidus pauculus	82633	species	13241952	294	176	0.0
Pseudanabaena sp. PCC 7367	82654	species	4885680	20	15	0.0
Lactobacillus nagelii	82688	species	2547117	43	12	0.0
Obesumbacterium proteus	82983	species	5011796	15	9	0.0
Pragia fontium	82985	species	8133333	25	3	0.0
Tatumella ptyseos	82987	species	3588228	15	14	0.0
Serratia plymuthica	82996	species	5447150	105	21	0.0
Melanoplus sanguinipes entomopoxvirus	83191	species	236120	1	1	0.0
Mycobacteroides immunogenum	83262	species	11178626	143	0	0.0
Aminobacter aminovorans	83263	species	6890726	110	55	0.0
gamma proteobacterium HdN1	83406	species	4587455	39	33	0.0
Melittangium boletus	83453	species	9910441	6	0	0.0
Myxococcus stipitatus	83455	species	10350586	2	0	0.0
Corallococcus	83461	genus	10080619	4	0	0.0
Chlamydia psittaci	83554	species	1247799	3	0	0.0
Chlamydia abortus	83555	species	1144377	12	9	0.0
Chlamydia pneumoniae	83558	species	1232226	1	0	0.0
Chlamydia suis	83559	species	5436384	8	0	0.0
Chlamydia muridarum	83560	species	4293690	2	2	0.0
Desulfosarcina ovata	83564	species	16043778	269	69	0.0
Luteimonas	83614	genus	0	15	0	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	48	10	0.0
Pseudoxanthomonas	83618	genus	3435801	7	0	0.0
Leclercia	83654	genus	0	11	0	0.0
Leclercia adecarboxylata	83655	species	55287920	196	48	0.0
Streptomyces tsukubensis	83656	species	16653528	302	185	0.0
Nocardiopsaceae	83676	family	5543981	28	0	0.0
Nonomuraea	83681	genus	0	3	0	0.0
Lactobacillus amylolyticus	83683	species	3237230	4	0	0.0
Succinivibrionaceae	83763	family	0	1	0	0.0
Succinivibrio dextrinosolvens	83771	species	3468545	29	20	0.0
Kineosporiaceae	83778	family	4956672	9	0	0.0
Methanocorpusculum labreanum	83984	species	1804962	2	0	0.0
Clostridium aceticum	84022	species	4207037	98	34	0.0
Clostridium autoethanogenum	84023	species	8704651	10	0	0.0
Lacrimispora saccharolytica	84030	species	4662871	2	0	0.0
Pseudoclostridium thermosuccinogenes	84032	species	4731216	80	64	0.0
Gordonia alkanivorans	84096	species	4979656	92	44	0.0
Coriobacteriaceae	84107	family	2115681	9	0	0.0
Slackia	84108	genus	3165038	2	0	0.0
Slackia heliotrinireducens	84110	species	3165038	208	0	0.0
Eggerthella	84111	genus	3632260	7	0	0.0
Eggerthella lenta	84112	species	3632260	269	131	0.0
Gemella sanguinis	84135	species	1796606	32	22	0.0
Magnetospirillum magneticum	84159	species	4967148	2	0	0.0
Microbacterium chocolatum	84292	species	3168630	84	54	0.0
Hippea	84404	genus	1694430	14	0	0.0
Virgibacillus	84406	genus	0	1	0	0.0
Lysobacter antibioticus	84531	species	11681564	301	90	0.0
Sodalis	84565	genus	4402821	3	0	0.0
Sphingobacteriaceae	84566	family	5001562	7	0	0.0
Pedobacter	84567	genus	5167383	5	0	0.0
Synechococcus sp. WH 8102	84588	species	2434428	34	3	0.0
Verrucosispora	84593	genus	6732271	1	0	0.0
Gordonia polyisoprenivorans	84595	species	5844299	2	0	0.0
Aeromonadaceae	84642	family	5684342	10	0	0.0
Beutenbergia cavernae	84757	species	4669183	11	0	0.0
Desulfotalea psychrophila	84980	species	3659634	3	0	0.0
Acidimicrobiia	84992	class	3494169	2	0	0.0
Acidimicrobiales	84993	order	3494169	7	0	0.0
Rubrobacteria	84995	class	3225748	4	0	0.0
Rubrobacterales	84996	order	3225748	28	0	0.0
Rubrobacteraceae	84997	family	3225748	7	0	0.0
Coriobacteriia	84998	class	2427001	23	0	0.0
Coriobacteriales	84999	order	1903794	16	0	0.0
Sphaerobacterales	85001	order	3993764	4	0	0.0
Sphaerobacteraceae	85002	family	3993764	3	0	0.0
Bifidobacteriales	85004	order	2593741	7	0	0.0
Micrococcales	85006	order	3827208	210	1	0.0
Corynebacteriales	85007	order	5215365	139	0	0.0
Micromonosporales	85008	order	7309173	7	0	0.0
Propionibacteriales	85009	order	3142856	30	0	0.0
Pseudonocardiales	85010	order	9441254	13	0	0.0
Streptomycetales	85011	order	9677174	34	0	0.0
Streptosporangiales	85012	order	6364076	17	0	0.0
Frankiales	85013	order	7497934	1	0	0.0
Nocardioidaceae	85015	family	5978097	77	0	0.0
Cellulomonadaceae	85016	family	3971988	9	0	0.0
Promicromonosporaceae	85017	family	3655364	23	0	0.0
Dermatophilaceae	85018	family	0	1	0	0.0
Brevibacteriaceae	85019	family	0	5	0	0.0
Dermabacteraceae	85020	family	3614992	7	0	0.0
Intrasporangiaceae	85021	family	3722328	25	0	0.0
Microbacteriaceae	85023	family	4437172	106	2	0.0
Nocardiaceae	85025	family	7002200	41	0	0.0
Gordoniaceae	85026	family	5567155	6	0	0.0
Tsukamurellaceae	85028	family	4479724	4	0	0.0
Geodermatophilaceae	85030	family	5098918	27	0	0.0
Nakamurellaceae	85031	family	6060298	11	0	0.0
Acidothermaceae	85032	family	2443540	1	0	0.0
Sporichthyaceae	85033	family	0	1	0	0.0
Glycomycetaceae	85034	family	6841557	1	0	0.0
Allochromatium	85072	genus	3669074	4	0	0.0
Thermochromatium	85073	genus	2958290	2	0	0.0
Marichromatium	85076	genus	3779112	4	0	0.0
Pseudarthrobacter chlorophenolicus	85085	species	4980870	3	0	0.0
Halorhodospira	85108	genus	2678452	3	0	0.0
Mannheimia granulomatis	85402	species	2278480	18	12	0.0
Mannheimia varigena	85404	species	2201818	12	2	0.0
Bosea	85413	genus	0	23	0	0.0
Photobacterium damselae subsp. damselae	85581	subspecies	9067132	20	9	0.0
Thauera sp. MZ1T	85643	species	4574586	172	78	0.0
Ranid herpesvirus 1	85655	species	220859	1	1	0.0
Mycolicibacterium monacense	85693	species	6042466	145	54	0.0
Achromobacter xylosoxidans	85698	species	7359146	1035	297	0.0
Bartonella tribocorum	85701	species	2642404	8	0	0.0
Thermacetogenium phaeum	85874	species	2939057	1	0	0.0
Helicobacter pylori J99	85963	leaf	3342197	1	0	0.0
Xanthomonas citri pv. malvacearum	86040	leaf	31598519	31	2	0.0
endosymbiont of Acanthamoeba sp. UWC8	86106	species	1615277	8	5	0.0
Syntrophothermus lipocalidus	86170	species	2405559	3	0	0.0
Pseudomonas lundensis	86185	species	4814265	27	13	0.0
Pseudomonas chlororaphis subsp. aurantiaca	86192	subspecies	82458883	128	33	0.0
Mogibacterium	86331	genus	0	7	0	0.0
Clostridium pasteurianum BC1	86416	leaf	5044100	78	61	0.0
Methanoculleus sp. MAB1	86622	species	2859299	39	8	0.0
Mycoplasma dispar	86660	species	3234868	29	1	0.0
Bacillus flexus	86664	species	8123232	36	5	0.0
Bacillus halodurans	86665	species	4202352	14	1	0.0
Aerococcus christensenii	87541	species	1634920	10	3	0.0
Burkholderia multivorans	87883	species	10170089	546	109	0.0
Modestobacter	88138	genus	0	4	0	0.0
Caulobacter segnis	88688	species	4655622	143	0	0.0
Neisseria elongata subsp. glycolytica	88719	subspecies	2249415	112	0	0.0
Natrinema	88723	genus	4354100	2	0	0.0
Natrinema versiforme	88724	species	4674473	64	40	0.0
Mycobacterium phage TM4	88870	leaf	52797	1	0	0.0
Lactobacillus acidipiscis	89059	species	2607423	12	11	0.0
[Clostridium] hiranonis	89152	species	2521899	81	58	0.0
[Clostridium] hylemonae	89153	species	3833740	8	0	0.0
Corynebacterium terpenotabidum	89154	species	2751233	4	0	0.0
Ruegeria pomeroyi	89184	species	4601048	2	0	0.0
Cytophagaceae	89373	family	5513721	2	0	0.0
Melon yellow spot virus	89471	species	16965	1	1	0.0
Gluconacetobacter	89583	genus	7914538	2	0	0.0
Hymenobacter	89966	genus	5252070	14	6	0.0
Salmonella enterica subsp. enterica serovar Saintpaul	90105	leaf	38867220	1	0	0.0
Oligella	90243	genus	0	1	0	0.0
Oligella urethralis	90245	species	2511315	9	9	0.0
Xanthomonas gardneri	90270	species	11041650	119	15	0.0
Salmonella enterica subsp. enterica serovar Typhi	90370	leaf	549332226	4	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium	90371	leaf	295370567	3	3	0.0
Gallionellaceae	90627	family	3127780	7	0	0.0
Staphylococcaceae	90964	family	5113878	3	0	0.0
Bacilli	91061	class	4004361	44	0	0.0
Enterobacterales	91347	order	9150247	92	0	0.0
Campylobacter hyointestinalis subsp. hyointestinalis	91352	subspecies	1758980	31	1	0.0
Candidatus Paracaedibacter acanthamoebae	91604	species	2485110	11	8	0.0
Candidatus Portiera aleyrodidarum	91844	species	709276	2	1	0.0
Legionella pneumophila subsp. pascullei	91890	subspecies	20602269	4	0	0.0
Legionella pneumophila subsp. pneumophila	91891	subspecies	55752264	21	3	0.0
Legionella pneumophila subsp. fraseri	91892	subspecies	31791655	9	5	0.0
Asaia	91914	genus	3198265	3	0	0.0
Asaia bogorensis	91915	species	3198265	1	0	0.0
