name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Methylobacterium aquaticum	270351	species	7557960	3	2	0.0
Aggregatibacter actinomycetemcomitans HK1651	272556	leaf	2105503	2	0	0.0
Clostridioides difficile 630	272563	leaf	8572915	4	0	0.0
Gluconacetobacter diazotrophicus PA1 5	272568	leaf	7914538	2	0	0.0
Methylorubrum extorquens AM1	272630	leaf	13003629	1	0	0.0
Caldanaerobacter subterraneus subsp. tengcongensis MB4	273068	leaf	2689445	1	1	0.0
Brevibacterium aurantiacum	273384	species	25280067	5	0	0.0
Microbacterium oleivorans	273677	species	2996750	2	0	0.0
Mesorhizobium ciceri biovar biserrulae	278148	leaf	6880454	1	0	0.0
Mesorhizobium sp. WSM1497	278153	species	7198121	1	0	0.0
Collimonas pratensis	279113	species	11315924	1	1	0.0
Microcella alkaliphila	279828	species	2702837	2	0	0.0
Nocardiopsis gilva	280236	species	6142152	1	0	0.0
Variovorax sp. SRS16	282217	species	7674934	1	1	0.0
Stackebrandtia	283810	genus	6841557	1	0	0.0
Phenylobacterium zucineum	284016	species	4379231	1	0	0.0
Streptomyces olivoreticuli subsp. olivoreticuli	284034	subspecies	8809793	3	1	0.0
Streptomyces rubrolavendulae	285473	species	6543262	2	0	0.0
Streptomyces asterosporus	285570	species	7766581	1	1	0.0
Segniliparus rotundus	286802	species	3157527	1	0	0.0
Thermodesulfobacterium commune DSM 2178	289377	leaf	1764045	1	0	0.0
Paenarthrobacter aurescens TC1	290340	leaf	5226648	2	1	0.0
Chromohalobacter salexigens DSM 3043	290398	leaf	3696649	2	1	0.0
Arthrobacter sp. FB24	290399	species	5070478	1	0	0.0
Jannaschia sp. CCS1	290400	species	4404049	1	0	0.0
Thermosediminibacter oceani	291990	species	2280035	1	0	0.0
Mycobacterium florentinum	292462	species	6219859	1	0	0.0
Anaerolineales	292629	order	3532378	2	0	0.0
Flavonifractor plautii	292800	species	7803870	3	2	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	1	0	0.0
Rickettsia akari str. Hartford	293614	leaf	1231060	1	1	0.0
Alkaliphilus metalliredigens QYMF	293826	leaf	4929566	1	1	0.0
Methanobrevibacter olleyae	294671	species	2201192	49	26	0.0
Polaromonas sp. JS666	296591	species	5898676	2	2	0.0
Desulfovibrio carbinolicus	296842	species	4688868	4	1	0.0
Frankia sp. EAN1pec	298653	species	8982042	1	0	0.0
Frankia inefficax	298654	species	8815781	3	2	0.0
Pseudoalteromonas spongiae	298657	species	4752413	1	0	0.0
Microbacterium paludicola	300019	species	3410829	2	0	0.0
Dehalococcoidia	301297	class	1433929	1	0	0.0
Lactobacillus apis	303541	species	1683102	1	1	0.0
Gloeobacterales	307595	order	4691905	1	0	0.0
Rhodovulum sp. MB263	308754	species	4162560	3	2	0.0
Haloferax volcanii DS2	309800	leaf	4012900	1	0	0.0
Yangia pacifica	311180	species	5165968	2	0	0.0
Paraburkholderia terrae	311230	species	10062489	1	0	0.0
Agrobacterium radiobacter K84	311403	leaf	7273300	1	1	0.0
Trueperella bialowiezensis	312285	species	2043249	2	0	0.0
Pseudoalteromonas tunicata	314281	species	9926965	6	0	0.0
Pseudoxanthomonas suwonensis	314722	species	3419049	2	1	0.0
Rickettsia felis URRWXCal2	315456	leaf	1587240	1	1	0.0
Bacillus mycoides KBAB4	315730	leaf	5872743	1	1	0.0
Bacillus pumilus SAFR-032	315750	leaf	3704641	1	0	0.0
Rhodopseudomonas palustris BisA53	316055	leaf	5505494	1	1	0.0
Rhodopseudomonas palustris HaA2	316058	leaf	5331656	1	1	0.0
Thermochromatium tepidum ATCC 43061	316276	leaf	2958290	3	3	0.0
Streptomyces peucetius subsp. caesius ATCC 27952	316280	leaf	8023114	1	0	0.0
Streptomyces noursei ATCC 11455	316284	leaf	9815884	3	0	0.0
Methylibium	316612	genus	4643639	1	0	0.0
Deinococcus ficus	317577	species	4157290	1	1	0.0
Sphingopyxis alaskensis RB2256	317655	leaf	3373713	1	0	0.0
Paracoccus denitrificans PD1222	318586	leaf	5236194	1	0	0.0
Gluconobacter albidus	318683	species	3369297	1	1	0.0
Mycolicibacterium phocaicum	319706	species	5853197	1	1	0.0
Deinococcus geothermalis DSM 11300	319795	leaf	3247018	2	2	0.0
Cyclobacterium amurskyense	320787	species	6158829	1	0	0.0
Massilia plicata	321984	species	5887622	1	1	0.0
Azotobacter vinelandii DJ	322710	leaf	5365318	2	0	0.0
Nitrobacter hamburgensis X14	323097	leaf	5011522	2	1	0.0
Nitrobacter winogradskyi Nb-255	323098	leaf	3402093	2	1	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	1	1	0.0
Shewanella amazonensis SB2B	326297	leaf	4306142	1	1	0.0
Neisseria zoodegmatis	326523	species	2552522	1	0	0.0
Capnocytophaga leadbetteri	327575	species	2504023	6	1	0.0
Nitrospira defluvii	330214	species	4317083	2	1	0.0
Psychrobacter cryohalolentis	330922	species	3101097	1	0	0.0
Chlorobium phaeobacteroides BS1	331678	leaf	2736403	1	1	0.0
Burkholderia pseudomallei Pasteur 52237	331978	leaf	7325318	1	1	0.0
Clostridium drakei	332101	species	5695241	1	1	0.0
Candidatus Solibacter	332162	genus	9965640	1	0	0.0
Finegoldia magna ATCC 29328	334413	leaf	1986740	2	0	0.0
Rhodococcus qingshengii	334542	species	13546634	1	0	0.0
Psychrobacter cryohalolentis K5	335284	leaf	3101097	1	0	0.0
Sphingosinicella microcystinivorans	335406	species	4036662	3	0	0.0
Candidatus Pelagibacter ubique HTCC1062	335992	leaf	1308759	1	0	0.0
Candidatus Sulcia muelleri	336810	species	285352	5	0	0.0
Gordonia sp. KTR9	337191	species	5885710	1	0	0.0
Halorubrum ezzemoulense	337243	species	3726301	1	1	0.0
Nitrosopumilaceae	338190	family	1642611	1	0	0.0
Pelobacter propionicus DSM 2379	338966	leaf	4241119	1	0	0.0
Burkholderia ambifaria AMMD	339670	leaf	15057145	2	1	0.0
Methanosphaera stadtmanae DSM 3091	339860	leaf	1767403	11	0	0.0
Chlorobium chlorochromatii CaD3	340177	leaf	2572079	1	1	0.0
Herbaspirillum hiltneri	341045	species	4965474	1	0	0.0
Burkholderia oklahomensis	342113	species	10794696	1	0	0.0
Parashewanella spongiae	342950	species	5468749	1	1	0.0
Zobellella denitrificans	347534	species	4174222	2	0	0.0
Halorhodospira halophila SL1	349124	leaf	2678452	1	0	0.0
Mycolicibacterium gilvum PYR-GCK	350054	leaf	5982829	1	1	0.0
Alkaliphilus oremlandii OhILAs	350688	leaf	3123558	1	1	0.0
Burkholderia dolosa AU0158	350701	leaf	6409095	2	0	0.0
Bacillus sp. Y1	352858	species	5028825	1	1	0.0
Niastella koreensis	354356	species	9033684	1	0	0.0
Azoarcus sp. DN11	356837	species	4956835	1	1	0.0
Acidovorax sp. KKS102	358220	species	5196935	1	0	0.0
Campylobacter concisus 13826	360104	leaf	2099413	2	1	0.0
Streptococcus pseudoporcinus	361101	species	2156061	2	0	0.0
Altererythrobacter	361177	genus	0	1	0	0.0
Pseudarthrobacter phenanthrenivorans	361575	species	4535320	3	0	0.0
Streptomyces vietnamensis	362257	species	9153777	2	1	0.0
Comamonas thiooxydans	363952	species	5373644	2	1	0.0
Sinorhizobium medicae WSM419	366394	leaf	6817576	2	2	0.0
Sulfurospirillum cavolei	366522	species	2698323	1	0	0.0
Caulobacter sp. K31	366602	species	5889399	1	1	0.0
Microbacterium sp. XT11	367477	species	3475315	1	0	0.0
Arcobacter butzleri RM4018	367737	leaf	2341251	1	0	0.0
Bifidobacterium adolescentis ATCC 15703	367928	leaf	2089645	1	0	0.0
Salinispora tropica CNB-440	369723	leaf	5183331	3	2	0.0
Streptococcus pyogenes MGAS10750	370554	leaf	1937111	1	0	0.0
Rivularia sp. PCC 7116	373994	species	8728773	1	0	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	1	0	0.0
Halotalea alkalilenta	376489	species	4387428	1	0	0.0
Stigmatella aurantiaca DW4/3-1	378806	leaf	10260756	1	0	0.0
Epibacterium mobile	379347	species	4830028	1	0	0.0
Pseudomonas stutzeri A1501	379731	leaf	4567418	1	1	0.0
Pseudomonas protegens	380021	species	9213022	1	0	0.0
Aeromonas hydrophila subsp. hydrophila ATCC 7966	380703	leaf	4744448	1	0	0.0
Pseudomonas aeruginosa PA7	381754	leaf	6588339	1	0	0.0
Aeromonas salmonicida subsp. salmonicida A449	382245	leaf	5040536	1	0	0.0
Pseudomonas entomophila L48	384676	leaf	5888780	1	1	0.0
Terribacillus goriensis	386490	species	3577082	1	1	0.0
Streptococcus sanguinis SK36	388919	leaf	2388435	18	3	0.0
Salinispora arenicola CNS-205	391037	leaf	5786361	1	0	0.0
Paraburkholderia phymatum STM815	391038	leaf	8676562	1	1	0.0
Caminibacter mediatlanticus TB-2	391592	leaf	1685887	2	2	0.0
Desulfovibrio vulgaris DP4	391774	leaf	3661391	2	0	0.0
Methylocystis heyeri	391905	species	4727788	1	1	0.0
Alcanivorax pacificus W11-5	391936	leaf	4168427	2	1	0.0
Lactobacillus crustorum	392416	species	2316479	2	2	0.0
Sphingomonas wittichii RW1	392499	leaf	5915246	1	0	0.0
Porphyromonas crevioricanis	393921	species	2133352	1	0	0.0
Clostridium taeniosporum	394958	species	3503506	2	0	0.0
Rhizobium leguminosarum bv. trifolii WSM2304	395492	leaf	6872702	1	1	0.0
Beijerinckia indica subsp. indica ATCC 9039	395963	leaf	4418616	1	1	0.0
Thioalkalivibrio sulfidiphilus HL-EbGr7	396588	leaf	3464554	1	1	0.0
Thioalkalivibrio sp. K90mix	396595	species	2985056	2	0	0.0
Paraburkholderia phytofirmans PsJN	398527	leaf	8214658	1	0	0.0
Delftia acidovorans SPH-1	398578	leaf	6767514	1	1	0.0
Dinoroseobacter shibae DFL 12 = DSM 16493	398580	leaf	4417868	1	0	0.0
Mycobacterium shinjukuense	398694	species	4504020	1	1	0.0
Zunongwangia profunda	398743	species	5128187	1	0	0.0
Tessaracoccus flavescens	399497	species	3650768	7	0	0.0
Streptococcus merionis	400065	species	2384128	1	0	0.0
Corynebacterium ureicelerivorans	401472	species	2328278	1	0	0.0
Bifidobacterium dentium Bd1	401473	leaf	2636367	1	0	0.0
Nocardioides daphniae	402297	species	3558816	3	1	0.0
Ralstonia pickettii 12J	402626	leaf	5325729	1	0	0.0
Parvibaculum lavamentivorans DS-1	402881	leaf	3914745	1	1	0.0
Geobacter bemidjiensis Bem	404380	leaf	4615150	1	0	0.0
Anaeromyxobacter sp. Fw109-5	404589	species	5277990	4	1	0.0
Saccharopolyspora erythraea NRRL 2338	405948	leaf	8212805	2	0	0.0
Methanococcus vannielii SB	406327	leaf	1720048	1	0	0.0
Aquisphaera giovannonii	406548	species	10526296	2	1	0.0
Sphingobium sp. MI1205	407020	species	4619375	1	1	0.0
Streptomyces xiamenensis	408015	species	5961402	1	0	0.0
[Clostridium] scindens ATCC 35704	411468	leaf	3658040	3	1	0.0
Microterricola viridarii	412690	species	3689726	1	0	0.0
[Polyangium] brachysporum	413882	species	6476147	1	1	0.0
Rhodospirillum centenum SW	414684	leaf	4355543	2	2	0.0
Catenulisporaceae	414877	family	10467782	1	0	0.0
Catenulispora	414878	genus	10467782	1	0	0.0
Opitutae	414999	class	4854188	2	0	0.0
Opitutales	415000	order	5957605	1	0	0.0
Enterococcus thailandicus	417368	species	2646250	1	1	0.0
Azoarcus olearius	418699	species	4451751	2	0	0.0
Ochrobactrum pseudogrignonense	419475	species	4992805	2	0	0.0
Methanobrevibacter smithii ATCC 35061	420247	leaf	1853160	131	9	0.0
Chryseobacterium haifense	421525	species	2764180	1	1	0.0
Sphingomonas insulae	424800	species	3742477	2	0	0.0
Methylobacterium sp. 4-46	426117	species	7737025	4	1	0.0
Methylobacterium radiotolerans JCM 2831	426355	leaf	6899110	2	0	0.0
Desulfurivibrio alkaliphilus	427923	species	3097763	1	0	0.0
Ralstonia pickettii 12D	428406	leaf	5685358	1	0	0.0
Ammonifex degensii KC4	429009	leaf	2157067	1	0	0.0
Clostridium kluyveri DSM 555	431943	leaf	4023800	2	0	0.0
Aminipila butyrica	433296	species	3334849	2	0	0.0
Variovorax sp. PBL-H6	434009	species	6871554	1	0	0.0
Lysobacter capsici	435897	species	12662306	2	0	0.0
Variovorax boronicumulans	436515	species	7137898	3	2	0.0
Megamonas funiformis	437897	species	2568766	1	1	0.0
[Bacillus] selenitireducens MLS10	439292	leaf	3592487	1	0	0.0
Mycobacterium avium subsp. hominissuis	439334	subspecies	58733689	2	0	0.0
Methylorubrum populi BJ001	441620	leaf	5848997	1	0	0.0
Geobacter sp. M18	443143	species	5277406	2	1	0.0
Marinitoga piezophila KA3	443254	leaf	2244793	1	0	0.0
Clavibacter michiganensis subsp. michiganensis NCPPB 382	443906	leaf	3395237	1	0	0.0
Streptomyces sp. CNQ-509	444103	species	8039333	3	0	0.0
Chelatococcus daeguensis	444444	species	4095174	1	0	0.0
Mycolicibacterium insubricum	444597	species	4577045	2	1	0.0
Pandoraea thiooxydans	445709	species	8928371	2	0	0.0
Actinosynnema mirum DSM 43827	446462	leaf	8248144	3	0	0.0
Brachybacterium faecium DSM 4810	446465	leaf	3614992	4	2	0.0
Cellulomonas flavigena DSM 20109	446466	leaf	4123179	4	1	0.0
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	446468	leaf	6543312	1	0	0.0
Sanguibacter keddieii DSM 10542	446469	leaf	4253413	1	1	0.0
Stackebrandtia nassauensis DSM 44728	446470	leaf	6841557	2	2	0.0
Xylanimonas cellulosilytica DSM 15894	446471	leaf	3831380	4	2	0.0
Kocuria flava	446860	species	3638342	4	2	0.0
Anaeromyxobacter sp. K	447217	species	5061632	2	0	0.0
Sorangium cellulosum So ce56	448385	leaf	13033779	3	0	0.0
Nocardioides humi	449461	species	6220618	2	1	0.0
Granulosicoccaceae	449719	family	7783862	1	0	0.0
Croceicoccus marinus	450378	species	4109188	1	1	0.0
Phenylobacterium zucineum HLK1	450851	leaf	4379231	2	1	0.0
Kitasatospora setae KM-6054	452652	leaf	8783278	1	1	0.0
Pseudarthrobacter chlorophenolicus A6	452863	leaf	4980870	2	0	0.0
Desulfarculales	453227	order	3655731	1	0	0.0
Agromyces aureus	453304	species	4373124	3	2	0.0
Lysobacter soli	453783	species	4109802	2	1	0.0
Cellvibrio sp. KY-YJ-3	454662	species	4489528	1	1	0.0
Nocardia terpenica	455432	species	8918539	1	1	0.0
Thermus parvatiensis	456163	species	2016098	1	0	0.0
Methanococcus voltae A3	456320	leaf	1936387	1	0	0.0
Fusobacterium nucleatum subsp. animalis 7_1	457405	leaf	2514029	3	0	0.0
Actinoplanes teichomyceticus ATCC 31121	457423	leaf	8287152	2	1	0.0
Streptomyces lividans TK24	457428	leaf	8345283	1	0	0.0
Methylobacterium nodulans ORS 2060	460265	leaf	8839022	2	1	0.0
Bordetella flabilis	463014	species	5954318	2	1	0.0
Bordetella bronchialis	463025	species	11845675	3	1	0.0
Bordetella genomosp. 13	463040	species	5380929	2	2	0.0
Micrococcus luteus NCTC 2665	465515	leaf	4996790	2	0	0.0
Streptomyces sp. Mg1	465541	species	8716193	1	1	0.0
Steroidobacter denitrificans	465721	species	3467246	1	1	0.0
Streptococcus gordonii str. Challis substr. CH1	467705	leaf	2196662	2	0	0.0
Lactobacillus hordei	468911	species	2590411	1	1	0.0
Cryptobacterium curtum DSM 15641	469378	leaf	1617804	1	0	0.0
Conexibacter woesei DSM 14684	469383	leaf	6359369	3	2	0.0
Fusobacterium nucleatum subsp. vincentii 3_1_36A2	469604	leaf	2268272	1	0	0.0
Fusobacterium nucleatum subsp. animalis 4_8	469607	leaf	2275461	2	1	0.0
Fusobacterium gonidiaformans ATCC 25563	469615	leaf	1678881	3	3	0.0
Fusobacterium mortiferum ATCC 9817	469616	leaf	2716766	1	1	0.0
Fusobacterium ulcerans ATCC 49185	469617	leaf	3839419	1	1	0.0
Fusobacterium varium ATCC 27725	469618	leaf	3346458	1	0	0.0
Pantoea eucalypti	470933	species	4798990	1	1	0.0
Pantoea vagans	470934	species	4888338	1	1	0.0
Geobacillus sp. WCH70	471223	species	3508804	1	0	0.0
Candidatus Desulforudis audaxviator	471827	species	2349476	1	0	0.0
Thermomonospora curvata DSM 43183	471852	leaf	5639016	1	1	0.0
Beutenbergia cavernae DSM 12333	471853	leaf	4669183	3	1	0.0
Devriesea	472568	genus	0	1	0	0.0
Devriesea agamarum	472569	species	2958880	1	1	0.0
Methanosphaerula palustris	475088	species	2922917	1	0	0.0
Candidatus Ishikawaella capsulata Mpkobe	476281	leaf	754729	1	0	0.0
Streptomyces cyaneogriseus subsp. noncyanogenus	477245	subspecies	7762396	1	1	0.0
Modestobacter marinus	477641	species	5575517	2	1	0.0
Halobacterium salinarum R1	478009	leaf	2668776	1	0	0.0
Kytococcus sedentarius DSM 20547	478801	leaf	2785024	2	1	0.0
Nakamurella multipartita DSM 44233	479431	leaf	6060298	1	0	0.0
Streptosporangium roseum DSM 43021	479432	leaf	10369518	4	2	0.0
Catenulispora acidiphila DSM 44928	479433	leaf	10467782	3	1	0.0
Sphaerobacter thermophilus DSM 20745	479434	leaf	3993764	1	1	0.0
Kribbella flavida DSM 17836	479435	leaf	7579488	6	2	0.0
Eggerthella lenta DSM 2243	479437	leaf	3632260	2	1	0.0
Micromonospora tulbaghiae	479978	species	7228472	2	0	0.0
Geoalkalibacter subterraneus	483547	species	3717645	1	0	0.0
Bacillus subtilis subsp. inaquosorum	483913	subspecies	8494388	1	0	0.0
Halomicrobium mukohataei DSM 12286	485914	leaf	3332349	1	0	0.0
Desulfohalobium retbaense DSM 5692	485915	leaf	2909567	1	1	0.0
Bacillus sp. S3	486398	species	5677811	1	0	0.0
Streptococcus dysgalactiae subsp. equisimilis GGS_124	486410	leaf	2106340	1	0	0.0
Xanthomonas translucens pv. undulosa	487909	leaf	18687377	8	0	0.0
Burkholderia latens	488446	species	6614478	2	0	0.0
Burkholderia contaminans	488447	species	42935169	3	0	0.0
Neisseria lactamica 020-06	489653	leaf	2220606	1	0	0.0
Anoxybacillus flavithermus WK1	491915	leaf	2846746	1	0	0.0
Rhizobium etli CIAT 652	491916	leaf	6448048	1	0	0.0
Bacillus velezensis	492670	species	4031427	3	1	0.0
Baekduia soli	496014	species	5212251	2	2	0.0
Gloeothece verrucosa PCC 7822	497965	leaf	7841948	1	1	0.0
Thermus aquaticus Y51MC23	498848	leaf	2338641	1	0	0.0
Dietzia timorensis	499555	species	3607892	1	0	0.0
Erythrobacter gangjinensis	502682	species	2724951	1	1	0.0
Corynebacterium urealyticum DSM 7109	504474	leaf	2369219	1	0	0.0
Arcobacter marinus	505249	species	2917098	1	0	0.0
Halomonas chromatireducens	507626	species	3973651	1	0	0.0
Caulobacter segnis ATCC 21756	509190	leaf	4655622	1	0	0.0
Actinoplanes missouriensis 431	512565	leaf	8773466	1	1	0.0
Candidatus Riesia pediculicola USDA	515618	leaf	582127	1	0	0.0
[Eubacterium] eligens ATCC 27750	515620	leaf	2831389	1	1	0.0
Chlorobaculum parvum NCIB 8327	517417	leaf	2289249	1	0	0.0
Chloroherpeton thalassium ATCC 35110	517418	leaf	3293456	2	2	0.0
Bifidobacterium angulatum DSM 20098 = JCM 7096	518635	leaf	2021974	1	0	0.0
Rhodothermus marinus DSM 4252	518766	leaf	3386737	1	0	0.0
Streptobacillus moniliformis DSM 12112	519441	leaf	1673280	3	0	0.0
Mycoplasma anserisalpingitidis	519450	species	2787890	1	1	0.0
Methanosphaerula palustris E1-9c	521011	leaf	2922917	1	0	0.0
Atopobium parvulum DSM 20469	521095	leaf	1543805	1	0	0.0
Capnocytophaga ochracea DSM 7271	521097	leaf	2612925	29	3	0.0
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	521098	leaf	3205686	2	1	0.0
Caldicellulosiruptor bescii DSM 6725	521460	leaf	2931662	1	1	0.0
Candidatus Accumulibacter phosphatis clade IIA str. UW-1	522306	leaf	5306133	1	1	0.0
Euhalothece natronophila Z-M001	522448	leaf	3524308	1	1	0.0
Leptotrichia buccalis C-1013-b	523794	leaf	2465610	14	7	0.0
Methanothermus fervidus DSM 2088	523846	leaf	1243342	1	1	0.0
Desulfovibrio desulfuricans ATCC 27774	525146	leaf	2873437	2	1	0.0
Fusobacterium nucleatum subsp. nucleatum ATCC 23726	525283	leaf	2299539	10	1	0.0
Desulfomicrobium baculatum DSM 4028	525897	leaf	3942657	2	1	0.0
Thermanaerovibrio acidaminovorans DSM 6589	525903	leaf	1848474	3	1	0.0
Geodermatophilus obscurus DSM 43160	526225	leaf	5322497	3	1	0.0
Azospirillum thiophilum	528244	species	7609458	1	0	0.0
Bacillus thuringiensis YBT-1518	529122	leaf	6672921	1	0	0.0
Prauserella marina	530584	species	6986413	1	0	0.0
Flavobacteriaceae bacterium 3519-10	531844	species	2768102	2	1	0.0
Acidovorax ebreus TPSY	535289	leaf	3796573	1	1	0.0
Mesorhizobium opportunistum WSM2075	536019	leaf	6884444	1	1	0.0
Roseburia intestinalis L1-82	536231	leaf	4493348	1	0	0.0
Blautia hansenii DSM 20583	537007	leaf	3065949	1	0	0.0
Stappia indica	538381	species	5116759	1	0	0.0
Clostridiales Family XVII. Incertae Sedis	539000	family	2844696	2	0	0.0
Roseovarius indicus	540747	species	6173065	1	1	0.0
Parvimonas	543311	genus	0	1	0	0.0
Clostridiales Family XIII. Incertae Sedis	543314	family	1739380	2	0	0.0
Variovorax paradoxus S110	543728	leaf	6754997	1	0	0.0
Actinomyces oris	544580	species	3042917	95	5	0.0
Neisseria elongata subsp. glycolytica ATCC 29315	546263	leaf	2256647	2	0	0.0
Filifactor alocis ATCC 35896	546269	leaf	1931012	40	17	0.0
Selenomonas sputigena ATCC 35185	546271	leaf	2568361	5	5	0.0
Mucilaginibacter gossypii	551996	species	7565189	1	0	0.0
Dehalogenimonas lykanthroporepellens BL-DC-9	552811	leaf	1686510	1	1	0.0
Pseudomonas pelagia	553151	species	4550643	1	0	0.0
Prevotella melaninogenica ATCC 25845	553174	leaf	3168282	1	0	0.0
Gardnerella vaginalis 409-05	553190	leaf	1617545	2	0	0.0
Streptococcus equi subsp. equi 4047	553482	leaf	2253793	3	0	0.0
Streptomyces gilvosporeus	553510	species	8482298	3	2	0.0
Acidovorax carolinensis	553814	species	17451017	1	0	0.0
[Clostridium] hylemonae DSM 15053	553973	leaf	3833740	3	2	0.0
Leptotrichia hongkongensis	554406	species	2284180	3	1	0.0
Thermosediminibacter oceani DSM 16646	555079	leaf	2280035	1	0	0.0
Brachybacterium saurashtrense	556288	species	3720646	7	2	0.0
Neomicrococcus aestuarii	556325	species	2667837	1	0	0.0
Propionibacterium acidifaciens	556499	species	3072768	12	4	0.0
Corynebacterium doosanense CAU 212 = DSM 45436	558173	leaf	2698995	1	0	0.0
Mycobacterium mantenii	560555	species	6185541	1	1	0.0
Bacillus safensis	561879	species	23128460	4	0	0.0
Kyrpidia tusciae DSM 2912	562970	leaf	3384766	1	0	0.0
Brachyspira hyodysenteriae WA1	565034	leaf	3036634	1	0	0.0
Streptomyces sp. SM17	565560	species	7179914	2	0	0.0
Methylovirgula ligni	569860	species	3298588	1	0	0.0
Ochrobactrum pituitosum	571256	species	5467370	4	2	0.0
Psychrobacter sp. G	571800	species	3113999	1	0	0.0
Luteipulveratus mongoliensis	571913	species	5420910	3	1	0.0
Allochromatium vinosum DSM 180	572477	leaf	3669074	1	0	0.0
Halanaerobium praevalens DSM 2228	572479	leaf	2309262	1	0	0.0
Aminobacterium colombiense DSM 12261	572547	leaf	1980592	4	2	0.0
Desulfovibrio vulgaris RCH1	573059	leaf	3734357	3	0	0.0
Thermoanaerobacter sp. X513	573062	species	2456520	1	1	0.0
Asticcacaulis excentricus CB 48	573065	leaf	4308776	2	2	0.0
Desulfovibrio magneticus RS-1	573370	leaf	5315620	2	0	0.0
Sediminispirochaeta smaragdinae DSM 11293	573413	leaf	4653970	1	1	0.0
Pandoraea oxalativorans	573737	species	6500731	1	1	0.0
Butyricimonas	574697	genus	0	1	0	0.0
Methanocaldococcus vulcanius M7	579137	leaf	1761737	1	1	0.0
Thermoanaerobacterium thermosaccharolyticum DSM 571	580327	leaf	2785752	1	0	0.0
Thermovirga lienii DSM 17291	580340	leaf	1999646	1	0	0.0
Mariprofundales	580371	order	0	1	0	0.0
Rhodanobacter glycinis	582702	species	4172240	1	1	0.0
Hyphomicrobium denitrificans ATCC 51888	582899	leaf	3638969	2	2	0.0
Clostridium kluyveri NBRC 12016	583346	leaf	3955303	2	0	0.0
Synechococcus sp. KORDI-49	585423	species	2585813	1	1	0.0
Thiohalobacter thiocyanaticus	585455	species	3233441	3	1	0.0
Pseudomonas chlororaphis	587753	species	60698099	2	1	0.0
Solirubrobacterales	588673	order	6359369	2	0	0.0
Brevundimonas naejangsanensis	588932	species	9124003	1	1	0.0
Cellulomonas fimi ATCC 484	590998	leaf	4266344	2	0	0.0
Streptococcus intermedius JTH08	591365	leaf	1933610	1	0	0.0
Cellulomonas gilvus ATCC 13127	593907	leaf	3526441	4	2	0.0
Alicycliphilus denitrificans BC	596153	leaf	4835713	1	0	0.0
Alicycliphilus denitrificans K601	596154	leaf	5070751	3	1	0.0
Sinomonas	596707	genus	0	1	0	0.0
Nautilia profundicola AmH	598659	leaf	1676444	1	1	0.0
[Clostridium] saccharolyticum WM1	610130	leaf	4662871	2	2	0.0
Xanthomonas citri pv. citri	611301	leaf	149461955	3	0	0.0
Lachnoanaerobaculum umeaense	617123	species	5620882	15	0	0.0
Actinopolysporaceae	622451	family	0	1	0	0.0
Francisella hispaniensis	622488	species	1938636	1	0	0.0
Christensenella minuta	626937	species	2969292	1	0	0.0
Desulfovibrio sp. G11	631220	species	3414934	2	1	0.0
Bacillus beveridgei	632773	species	3582268	1	0	0.0
Olsenella uli DSM 7084	633147	leaf	2051896	23	19	0.0
Brevundimonas subvibrioides ATCC 15264	633149	leaf	3445263	3	2	0.0
Aggregatibacter aphrophilus NJ8700	634176	leaf	4626291	18	0	0.0
Methanobrevibacter ruminantium M1	634498	leaf	2937203	21	7	0.0
Erwinia billingiae Eb661	634500	leaf	5372268	1	0	0.0
Edwardsiella ictaluri 93-146	634503	leaf	3812301	1	0	0.0
Shewanella violacea DSS12	637905	leaf	4962103	1	0	0.0
Methanococcus maripaludis KA1	637914	leaf	1858414	1	0	0.0
Methanococcus maripaludis OS7	637915	leaf	1749749	1	0	0.0
Thermocrinis albus DSM 14484	638303	leaf	1500577	1	1	0.0
Sphaerotilus natans subsp. sulfidivorans	639200	subspecies	4430992	1	0	0.0
Azospira oryzae PS	640081	leaf	3806980	1	1	0.0
Simonsiella muelleri ATCC 29453	641147	leaf	2469862	1	1	0.0
Desulfovibrio desulfuricans ND132	641491	leaf	3858580	1	0	0.0
Pseudodesulfovibrio aespoeensis Aspo-2	643562	leaf	3629109	5	1	0.0
Desulfarculus baarsii DSM 2075	644282	leaf	3655731	3	2	0.0
Micromonospora aurantiaca ATCC 27029	644283	leaf	7025559	2	0	0.0
Pseudomonas stutzeri RCH2	644801	leaf	4600489	1	1	0.0
Thermaerobacter marianensis DSM 12885	644966	leaf	2844696	1	0	0.0
Desulfosporosinus acidiphilus SJ4	646529	leaf	4991181	1	1	0.0
Micromonospora sp. L5	648999	species	6962533	1	0	0.0
Truepera radiovictrix DSM 17093	649638	leaf	3260398	1	0	0.0
Bacillus cellulosilyticus DSM 2522	649639	leaf	4681672	1	0	0.0
Actinomyces sp. oral taxon 848 str. F0332	649743	leaf	2526493	13	11	0.0
Synergistia	649775	class	1997353	1	0	0.0
Chryseobacterium arthrosphaerae	651561	species	5361872	2	2	0.0
Rhodopseudomonas palustris DX-1	652103	leaf	5404117	2	2	0.0
